<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
ANY,0,20101201,090024,700,91
ANY,0,20101201,090024,700,9
EGIS,0,20101201,090024,19120,3
FOTEX,0,20101201,090024,396,6
FOTEX,0,20101201,090024,396,290
FOTEX,0,20101201,090024,396,71
FOTEX,0,20101201,090024,396,250
HUMET,0,20101201,090024,9,10000
HUMET,0,20101201,090024,9,1000
HUMET,0,20101201,090024,9,24000
HUMET,0,20101201,090024,9,47000
HUMET,0,20101201,090024,9,28000
HUMET,0,20101201,090024,9,29724
HUMET,0,20101201,090024,9,15000
HUMET,0,20101201,090024,9,1276
HUMET,0,20101201,090024,9,37000
HUMET,0,20101201,090024,9,11724
HUMET,0,20101201,090024,9,500
HUMET,0,20101201,090024,9,2000
HUMET,0,20101201,090024,9,2000
HUMET,0,20101201,090024,9,50000
HUMET,0,20101201,090024,9,776
HUMET,0,20101201,090024,9,200
MOL,0,20101201,090024,18790,50
MOL,0,20101201,090024,18790,200
MOL,0,20101201,090024,18790,25
MOL,0,20101201,090024,18790,854
MOL,0,20101201,090024,18790,5
MOL,0,20101201,090024,18790,2
MOL,0,20101201,090024,18790,10
MOL,0,20101201,090024,18790,50
MOL,0,20101201,090024,18790,804
MOL,0,20101201,090024,18790,25
MOL,0,20101201,090024,18790,6
MOL,0,20101201,090024,18790,4
MOL,0,20101201,090024,18790,64
MOL,0,20101201,090024,18790,197
MOL,0,20101201,090024,18790,40
MOL,0,20101201,090024,18790,263
MOL,0,20101201,090024,18790,50
MOL,0,20101201,090024,18790,53
MOL,0,20101201,090024,18790,29
MOL,0,20101201,090024,18790,40
MOL,0,20101201,090024,18790,200
MTELEKOM,0,20101201,090024,555,10
MTELEKOM,0,20101201,090024,555,100
MTELEKOM,0,20101201,090024,555,100
MTELEKOM,0,20101201,090024,555,200
MTELEKOM,0,20101201,090024,555,183
MTELEKOM,0,20101201,090024,555,360
MTELEKOM,0,20101201,090024,555,100
MTELEKOM,0,20101201,090024,555,1000
MTELEKOM,0,20101201,090024,555,500
MTELEKOM,0,20101201,090024,555,400
MTELEKOM,0,20101201,090024,555,650
MTELEKOM,0,20101201,090024,555,170
MTELEKOM,0,20101201,090024,555,1000
MTELEKOM,0,20101201,090024,555,170
MTELEKOM,0,20101201,090024,555,100
MTELEKOM,0,20101201,090024,555,2000
MTELEKOM,0,20101201,090024,555,600
MTELEKOM,0,20101201,090024,555,500
MTELEKOM,0,20101201,090024,555,100
MTELEKOM,0,20101201,090024,555,500
MTELEKOM,0,20101201,090024,555,1000
MTELEKOM,0,20101201,090024,555,1500
MTELEKOM,0,20101201,090024,555,1000
MTELEKOM,0,20101201,090024,555,1000
MTELEKOM,0,20101201,090024,555,11757
MTELEKOM,0,20101201,090024,555,320
OTP,0,20101201,090024,5030,8
OTP,0,20101201,090024,5030,192
OTP,0,20101201,090024,5030,400
OTP,0,20101201,090024,5030,1
OTP,0,20101201,090024,5030,160
OTP,0,20101201,090024,5030,1
OTP,0,20101201,090024,5030,2000
OTP,0,20101201,090024,5030,100
OTP,0,20101201,090024,5030,150
OTP,0,20101201,090024,5030,3955
OTP,0,20101201,090024,5030,100
OTP,0,20101201,090024,5030,4000
OTP,0,20101201,090024,5030,15
OTP,0,20101201,090024,5030,250
OTP,0,20101201,090024,5030,2000
OTP,0,20101201,090024,5030,1000
OTP,0,20101201,090024,5030,5
OTP,0,20101201,090024,5030,530
OTP,0,20101201,090024,5030,60
OTP,0,20101201,090024,5030,81
OTP,0,20101201,090024,5030,219
OTP,0,20101201,090024,5030,30
OTP,0,20101201,090024,5030,751
OTP,0,20101201,090024,5030,109
OTP,0,20101201,090024,5030,140
OTP,0,20101201,090024,5030,60
OTP,0,20101201,090024,5030,200
OTP,0,20101201,090024,5030,200
OTP,0,20101201,090024,5030,40
OTP,0,20101201,090024,5030,200
OTP,0,20101201,090024,5030,80
OTP,0,20101201,090024,5030,50
OTP,0,20101201,090024,5030,19
OTP,0,20101201,090024,5030,211
OTP,0,20101201,090024,5030,1000
OTP,0,20101201,090024,5030,500
OTP,0,20101201,090024,5030,289
OTP,0,20101201,090024,5030,370
OTP,0,20101201,090024,5030,10
OTP,0,20101201,090024,5030,3000
OTP,0,20101201,090024,5030,20
OTP,0,20101201,090024,5030,10
OTP,0,20101201,090024,5030,1301
OTP,0,20101201,090024,5030,699
OTP,0,20101201,090024,5030,200
OTP,0,20101201,090024,5030,50
OTP,0,20101201,090024,5030,26
OTP,0,20101201,090024,5030,150
OTP,0,20101201,090024,5030,16
OTP,0,20101201,090024,5030,295
OTP,0,20101201,090024,5030,55
OTP,0,20101201,090024,5030,40
OTP,0,20101201,090024,5030,969
PANNERGY,0,20101201,090024,841,50
PANNERGY,0,20101201,090024,841,398
PANNERGY,0,20101201,090024,841,52
PANNUNION,0,20101201,090024,158,10
PHYLAXIA,0,20101201,090024,46,40
PHYLAXIA,0,20101201,090024,46,50
PHYLAXIA,0,20101201,090024,46,910
RICHTER,0,20101201,090024,43650,1
RICHTER,0,20101201,090024,43650,10
RICHTER,0,20101201,090024,43650,2
RICHTER,0,20101201,090024,43650,9
RICHTER,0,20101201,090024,43650,7
RICHTER,0,20101201,090024,43650,50
RICHTER,0,20101201,090024,43650,100
RICHTER,0,20101201,090024,43650,20
RICHTER,0,20101201,090024,43650,145
RICHTER,0,20101201,090024,43650,2
RICHTER,0,20101201,090024,43650,30
RICHTER,0,20101201,090024,43650,7
RICHTER,0,20101201,090024,43650,5
RICHTER,0,20101201,090024,43650,5
RICHTER,0,20101201,090024,43650,50
RICHTER,0,20101201,090024,43650,40
RICHTER,0,20101201,090024,43650,17
RICHTER,0,20101201,090024,43650,23
RICHTER,0,20101201,090024,43650,27
SYNERGON,0,20101201,090024,502,430
TVK,0,20101201,090024,3430,46
BUX1012,0,20101201,090036,20900,1
BUX1012,0,20101201,090036,20900,5
BUX1012,0,20101201,090036,20900,5
