<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
ECONET,0,20101203,090000,95,2000
EGIS,0,20101203,090000,19000,12
EMASZ,0,20101203,090000,20900,2
EMASZ,0,20101203,090000,20900,8
FHB,0,20101203,090000,979,20
HUMET,0,20101203,090000,9,10224
HUMET,0,20101203,090000,9,13226
HUMET,0,20101203,090000,9,42329
HUMET,0,20101203,090000,9,2800
HUMET,0,20101203,090000,9,2000
HUMET,0,20101203,090000,9,5001
HUMET,0,20101203,090000,9,2400
HUMET,0,20101203,090000,9,6704
HUMET,0,20101203,090000,9,8296
HUMET,0,20101203,090000,9,25265
HUMET,0,20101203,090000,9,19735
HUMET,0,20101203,090000,9,444
HUMET,0,20101203,090000,9,3589
KEG,0,20101203,090000,164,1100
KEG,0,20101203,090000,164,1000
KEG,0,20101203,090000,164,5000
KEG,0,20101203,090000,164,700
KEG,0,20101203,090000,164,400
MOL,0,20101203,090000,18840,100
MOL,0,20101203,090000,18840,50
MOL,0,20101203,090000,18840,38
MOL,0,20101203,090000,18840,1
MOL,0,20101203,090000,18840,61
MOL,0,20101203,090000,18840,30
MOL,0,20101203,090000,18840,30
MOL,0,20101203,090000,18840,22
MOL,0,20101203,090000,18840,10
MOL,0,20101203,090000,18840,47
MOL,0,20101203,090000,18840,5
MOL,0,20101203,090000,18840,48
MOL,0,20101203,090000,18840,15
MOL,0,20101203,090000,18840,3
MOL,0,20101203,090000,18840,14
MOL,0,20101203,090000,18840,10
MOL,0,20101203,090000,18840,100
MOL,0,20101203,090000,18840,80
MOL,0,20101203,090000,18840,277
MOL,0,20101203,090000,18840,5
MOL,0,20101203,090000,18840,14
MOL,0,20101203,090000,18840,36
MOL,0,20101203,090000,18840,100
MOL,0,20101203,090000,18840,20
MOL,0,20101203,090000,18840,20
MOL,0,20101203,090000,18840,15
MOL,0,20101203,090000,18840,10
MOL,0,20101203,090000,18840,299
MOL,0,20101203,090000,18840,130
MOL,0,20101203,090000,18840,60
MOL,0,20101203,090000,18840,11
MOL,0,20101203,090000,18840,50
MOL,0,20101203,090000,18840,39
MOL,0,20101203,090000,18840,11
MOL,0,20101203,090000,18840,12
MOL,0,20101203,090000,18840,100
MOL,0,20101203,090000,18840,88
MOL,0,20101203,090000,18840,500
MOL,0,20101203,090000,18840,100
MOL,0,20101203,090000,18840,100
MOL,0,20101203,090000,18840,212
MOL,0,20101203,090000,18840,140
MOL,0,20101203,090000,18840,50
MTELEKOM,0,20101203,090000,544,920
MTELEKOM,0,20101203,090000,544,580
MTELEKOM,0,20101203,090000,544,115
MTELEKOM,0,20101203,090000,544,481
MTELEKOM,0,20101203,090000,544,619
MTELEKOM,0,20101203,090000,544,100
OTP,0,20101203,090000,5220,77
OTP,0,20101203,090000,5220,8
OTP,0,20101203,090000,5220,100
OTP,0,20101203,090000,5220,40
OTP,0,20101203,090000,5220,100
OTP,0,20101203,090000,5220,75
OTP,0,20101203,090000,5220,250
OTP,0,20101203,090000,5220,75
OTP,0,20101203,090000,5220,200
OTP,0,20101203,090000,5220,570
OTP,0,20101203,090000,5220,100
OTP,0,20101203,090000,5220,55
OTP,0,20101203,090000,5220,80
OTP,0,20101203,090000,5220,15
OTP,0,20101203,090000,5220,50
OTP,0,20101203,090000,5220,25
OTP,0,20101203,090000,5220,50
OTP,0,20101203,090000,5220,25
OTP,0,20101203,090000,5220,40
OTP,0,20101203,090000,5220,26
OTP,0,20101203,090000,5220,31
OTP,0,20101203,090000,5220,85
OTP,0,20101203,090000,5220,1500
OTP,0,20101203,090000,5220,2
OTP,0,20101203,090000,5220,10
OTP,0,20101203,090000,5220,323
OTP,0,20101203,090000,5220,897
OTP,0,20101203,090000,5220,2761
OTP,0,20101203,090000,5220,100
OTP,0,20101203,090000,5220,200
OTP,0,20101203,090000,5220,20
OTP,0,20101203,090000,5220,30
OTP,0,20101203,090000,5220,300
OTP,0,20101203,090000,5220,100
OTP,0,20101203,090000,5220,40
OTP,0,20101203,090000,5220,1000
PANNERGY,0,20101203,090000,900,200
PANNERGY,0,20101203,090000,900,1200
PANNERGY,0,20101203,090000,900,3
PANNERGY,0,20101203,090000,900,386
PANNERGY,0,20101203,090000,900,85
PANNERGY,0,20101203,090000,900,10
RABA,0,20101203,090000,832,59
RABA,0,20101203,090000,832,10
RABA,0,20101203,090000,832,11
RABA,0,20101203,090000,832,89
RABA,0,20101203,090000,832,211
RABA,0,20101203,090000,832,150
RABA,0,20101203,090000,832,100
RABA,0,20101203,090000,832,52
RFV,0,20101203,090000,8000,20
RFV,0,20101203,090000,8000,14
RFV,0,20101203,090000,8000,79
RFV,0,20101203,090000,8000,30
RICHTER,0,20101203,090000,43900,50
RICHTER,0,20101203,090000,43900,15
RICHTER,0,20101203,090000,43900,35
RICHTER,0,20101203,090000,43900,15
RICHTER,0,20101203,090000,43900,11
RICHTER,0,20101203,090000,43900,20
RICHTER,0,20101203,090000,43900,2
EBGOLD,0,20101203,090000,2931,5
BUX1012,0,20101203,090028,21200,2
BUX1012,0,20101203,090028,21200,2
BUX1012,0,20101203,090028,21200,1
BUX1012,0,20101203,090028,21200,3
BUX1012,0,20101203,090028,21200,9
BUX1012,0,20101203,090028,21200,1
BUX1012,0,20101203,090028,21200,1
BUX1012,0,20101203,090028,21200,2
BUX1012,0,20101203,090028,21200,1
BUX1012,0,20101203,090028,21200,10
BUX1012,0,20101203,090028,21200,1
BUX1012,0,20101203,090028,21200,5
BUX1012,0,20101203,090028,21200,1
BUX1012,0,20101203,090028,21200,1
BUX1012,0,20101203,090028,21200,3
MOL,0,20101203,090200,18805,1000
OTP,0,20101203,090202,5202,114
OTP,0,20101203,090202,5201,886
FHB,0,20101203,090202,979,150
MOL,0,20101203,090203,18805,162
MOL,0,20101203,090203,18805,500
OTP,0,20101203,090203,5215,22
OTP,0,20101203,090203,5225,1915
OTP,0,20101203,090205,5201,180
BUX1012,0,20101203,090205,21195,1
BUX1012,0,20101203,090208,21181,5
MOL,0,20101203,090210,18800,35
MOL,0,20101203,090210,18800,5
MOL,0,20101203,090210,18800,60
MOL,0,20101203,090210,18800,30
OTP,0,20101203,090211,5201,200
MOL,0,20101203,090211,18800,10
MOL,0,20101203,090212,18800,100
MOL,0,20101203,090214,18800,50
MOL,0,20101203,090214,18800,50
MOL,0,20101203,090214,18800,47
MOL,0,20101203,090214,18800,229
OTP,0,20101203,090214,5221,60
GENESIS,0,20101203,090215,262,50
BUX1012,0,20101203,090215,21151,5
MOL,0,20101203,090216,18765,50
ECONET,0,20101203,090216,95,1100
OTP,0,20101203,090219,5201,200
BUX1012,0,20101203,090219,21180,3
MOL,0,20101203,090219,18800,240
MOL,0,20101203,090219,18800,90
MOL,0,20101203,090219,18800,220
BUX1012,0,20101203,090227,21180,5
PANNERGY,0,20101203,090229,900,200
SYNERGON,0,20101203,090230,517,200
OTP,0,20101203,090231,5205,11
OTP,0,20101203,090231,5201,34
OTP,0,20101203,090231,5200,455
BUX1012,0,20101203,090231,21180,12
BUX1012,0,20101203,090231,21195,9
BUX1012,0,20101203,090231,21200,4
KEG,0,20101203,090234,160,490
MOL,0,20101203,090235,18790,5
MOL,0,20101203,090237,18765,15
MOL,0,20101203,090239,18765,35
MOL,0,20101203,090239,18765,128
OTP,0,20101203,090239,5200,200
OTP,0,20101203,090243,5205,1500
RICHTER,0,20101203,090245,43750,500
OTP,0,20101203,090248,5218,20
OTP,0,20101203,090248,5219,20
OTP,0,20101203,090248,5220,260
OTP,0,20101203,090248,5220,180
OTP,0,20101203,090248,5224,70
OTP,0,20101203,090248,5225,22
MOL,0,20101203,090251,18765,37
MOL,0,20101203,090251,18765,15
MOL,0,20101203,090251,18785,100
MOL,0,20101203,090251,18790,70
MOL,0,20101203,090251,18795,100
MOL,0,20101203,090251,18800,178
PANNERGY,0,20101203,090256,900,200
MOL,0,20101203,090257,18800,102
MOL,0,20101203,090257,18800,45
MOL,0,20101203,090257,18800,338
MOL,0,20101203,090257,18800,515
OTP,0,20101203,090258,5225,200
RABA,0,20101203,090258,832,138
RABA,0,20101203,090258,840,12
MOL,0,20101203,090258,18800,135
BUX1012,0,20101203,090259,21152.5,5
RICHTER,0,20101203,090300,43800,10
MOL,0,20101203,090303,18765,4
OTP,0,20101203,090305,5225,150
MOL,0,20101203,090305,18800,4
PANNERGY,0,20101203,090312,900,416
OTP,0,20101203,090313,5225,200
KEG,0,20101203,090314,157,400
RICHTER,0,20101203,090316,43700,4
RICHTER,0,20101203,090316,43600,2
RICHTER,0,20101203,090316,43600,1
RICHTER,0,20101203,090316,43600,1
RICHTER,0,20101203,090316,43600,5
RICHTER,0,20101203,090316,43600,10
RICHTER,0,20101203,090316,43505,5
OTP,0,20101203,090317,5225,100
MOL,0,20101203,090320,18800,346
OTP,0,20101203,090321,5225,78
MOL,0,20101203,090323,18800,154
MOL,0,20101203,090337,18800,31
RICHTER,0,20101203,090338,43505,14
BUX1012,0,20101203,090343,21169,1
OTP,0,20101203,090343,5215,22
RICHTER,0,20101203,090346,43550,2
MOL,0,20101203,090349,18785,50
MOL,0,20101203,090349,18790,200
MOL,0,20101203,090349,18800,500
BUX1012,0,20101203,090352,21170,1
BUX1012,0,20101203,090355,21170,1
FHB,0,20101203,090400,979,30
KEG,0,20101203,090402,157,200
MOL,0,20101203,090403,18800,50
MOL,0,20101203,090405,18795,207
MOL,0,20101203,090408,18795,42
OTP,0,20101203,090410,5225,150
OTP,0,20101203,090413,5225,50
RFV,0,20101203,090413,8000,37
BUX1012,0,20101203,090422,21180,1
OTP,0,20101203,090430,5215,23
OTP,0,20101203,090430,5215,20
OTP,0,20101203,090430,5215,57
OTP,0,20101203,090434,5220,80
OTP,0,20101203,090435,5220,120
OTP,0,20101203,090435,5225,200
OTP,0,20101203,090435,5225,80
BUX1012,0,20101203,090439,21161,2
OTP,0,20101203,090443,5220,920
MOL,0,20101203,090446,18795,5
OTP,0,20101203,090446,5220,80
OTP,0,20101203,090446,5220,100
OTP,0,20101203,090446,5215,20
OTP,0,20101203,090510,5220,80
MOL,0,20101203,090513,18790,4
EGIS,0,20101203,090517,18800,35
EGIS,0,20101203,090517,18760,2
EGIS,0,20101203,090517,18710,2
EGIS,0,20101203,090517,18710,2
EGIS,0,20101203,090517,18705,7
MOL,0,20101203,090524,18790,96
MOL,0,20101203,090527,18770,70
EGIS,0,20101203,090531,18705,3
EGIS,0,20101203,090531,18700,10
EGIS,0,20101203,090531,18700,5
OTP,0,20101203,090533,5220,100
OTP,0,20101203,090533,5224,30
OTP,0,20101203,090533,5225,15
OTP,0,20101203,090542,5220,10
BUX1012,0,20101203,090542,21169,1
BUX1012,0,20101203,090543,21163.5,3
BUX1012,0,20101203,090543,21163,17
MOL,0,20101203,090544,18790,404
MOL,0,20101203,090544,18790,15
MOL,0,20101203,090544,18795,81
MOL,0,20101203,090545,18795,225
MOL,0,20101203,090547,18795,169
OTP,0,20101203,090548,5225,11
MOL,0,20101203,090548,18800,265
MOL,0,20101203,090548,18800,60
OTP,0,20101203,090551,5220,700
MOL,0,20101203,090557,18835,2
MOL,0,20101203,090557,18835,25
MOL,0,20101203,090557,18840,473
OTP,0,20101203,090558,5225,174
OTP,0,20101203,090558,5225,150
OTP,0,20101203,090558,5225,55
OTP,0,20101203,090558,5229,60
OTP,0,20101203,090558,5229,61
BUX1012,0,20101203,090602,21170,2
BUX1012,0,20101203,090602,21171,2
BUX1012,0,20101203,090602,21175,15
OTP,0,20101203,090603,5220,96
BUX1012,0,20101203,090606,21180,2
BUX1012,0,20101203,090606,21180,1
BUX1012,0,20101203,090606,21162.5,1
BUX1012,0,20101203,090606,21162,4
BUX1012,0,20101203,090607,21180,1
BUX1012,0,20101203,090610,21180,30
BUX1012,0,20101203,090610,21175,1
BUX1012,0,20101203,090610,21180,18
MOL,0,20101203,090613,18820,1
MOL,0,20101203,090621,18840,125
MOL,0,20101203,090621,18845,32
MOL,0,20101203,090621,18850,42
MOL,0,20101203,090621,18850,4
MOL,0,20101203,090621,18855,7
MOL,0,20101203,090621,18860,50
MOL,0,20101203,090621,18885,20
MOL,0,20101203,090621,18890,100
MOL,0,20101203,090621,18890,120
MOL,0,20101203,090622,18890,80
MOL,0,20101203,090622,18900,6
MOL,0,20101203,090622,18900,414
MOL,0,20101203,090622,18900,500
OTP,0,20101203,090623,5225,400
MOL,0,20101203,090623,18900,86
FHB,0,20101203,090625,983,70
BUX1012,0,20101203,090626,21198,2
BUX1012,0,20101203,090626,21200,1
OTP,0,20101203,090630,5221,1000
MOL,0,20101203,090631,18940,250
OTP,0,20101203,090633,5221,200
BUX1012,0,20101203,090633,21190,2
MOL,0,20101203,090634,18945,379
MOL,0,20101203,090634,18950,50
MOL,0,20101203,090634,18950,6
MOL,0,20101203,090634,18950,65
BUX1012,0,20101203,090634,21200,5
MOL,0,20101203,090634,18950,186
MOL,0,20101203,090634,18990,3
MOL,0,20101203,090634,18995,15
MOL,0,20101203,090634,18995,1
MOL,0,20101203,090634,18995,25
MOL,0,20101203,090634,18995,50
MOL,0,20101203,090634,19000,220
MOL,0,20101203,090635,19000,30
MOL,0,20101203,090635,19000,470
MOL,0,20101203,090636,19000,30
MOL,0,20101203,090636,19000,60
MOL,0,20101203,090636,19000,410
MOL,0,20101203,090639,19000,500
MOL,0,20101203,090640,18995,675
MOL,0,20101203,090642,18995,108
BUX1012,0,20101203,090646,21200,17
BUX1012,0,20101203,090646,21200,1
FHB,0,20101203,090649,983,100
MOL,0,20101203,090654,18950,100
OTP,0,20101203,090654,5229,39
OTP,0,20101203,090654,5230,200
OTP,0,20101203,090654,5230,200
OTP,0,20101203,090654,5230,4
OTP,0,20101203,090654,5230,13
OTP,0,20101203,090654,5230,544
OTP,0,20101203,090654,5230,20
MOL,0,20101203,090658,18995,89
BUX1012,0,20101203,090657,21243.5,1
BUX1012,0,20101203,090657,21244,1
BUX1012,0,20101203,090657,21247,1
BUX1012,0,20101203,090657,21250,7
OTP,0,20101203,090659,5222,85
OTP,0,20101203,090659,5222,15
ELMU,0,20101203,090708,27260,10
OTP,0,20101203,090711,5225,50
OTP,0,20101203,090711,5222,85
OTP,0,20101203,090711,5222,265
MOL,0,20101203,090713,18995,10
OTP,0,20101203,090732,5230,436
OTP,0,20101203,090732,5230,100
OTP,0,20101203,090732,5230,110
OTP,0,20101203,090732,5233,60
OTP,0,20101203,090732,5235,60
OTP,0,20101203,090732,5238,48
OTP,0,20101203,090732,5240,50
OTP,0,20101203,090732,5240,114
MOL,0,20101203,090734,18950,100
EGIS,0,20101203,090734,18750,10
MOL,0,20101203,090745,18995,10
OTP,0,20101203,090752,5230,10
MOL,0,20101203,090754,18995,64
BUX1012,0,20101203,090758,21234.5,3
RICHTER,0,20101203,090802,43675,1
RICHTER,0,20101203,090802,43750,20
RICHTER,0,20101203,090802,43780,15
RICHTER,0,20101203,090802,43785,50
MOL,0,20101203,090803,18995,10
MOL,0,20101203,090820,18990,27
MOL,0,20101203,090820,18990,10
OTP,0,20101203,090823,5230,5
BUX1012,0,20101203,090826,21240,1
BUX1012,0,20101203,090826,21249,9
RICHTER,0,20101203,090829,43790,20
EGIS,0,20101203,090830,18750,20
KEG,0,20101203,090830,159,620
KEG,0,20101203,090830,160,10
MOL,0,20101203,090836,18990,163
MOL,0,20101203,090836,18995,34
MOL,0,20101203,090836,18995,1
MOL,0,20101203,090836,19000,90
MOL,0,20101203,090836,19000,4
MOL,0,20101203,090836,19040,198
MOL,0,20101203,090836,19090,10
BUX1012,0,20101203,090845,21248.5,10
BUX1012,0,20101203,090845,21249,8
BUX1012,0,20101203,090845,21249,3
BUX1012,0,20101203,090845,21250,2
OTP,0,20101203,090846,5230,85
OTP,0,20101203,090846,5230,15
OTP,0,20101203,090859,5231,20
BUX1012,0,20101203,090903,21245,3
BUX1012,0,20101203,090903,21250,1
BUX1012,0,20101203,090903,21250,46
EGIS,0,20101203,090905,18750,20
RICHTER,0,20101203,090908,43785,14
BUX1012,0,20101203,090911,21250,2
EGIS,0,20101203,090921,18750,20
BUX1012,0,20101203,090933,21269,1
EGIS,0,20101203,090939,18750,30
OTP,0,20101203,090950,5240,60
RICHTER,0,20101203,090958,43785,1
RICHTER,0,20101203,090958,43785,50
RICHTER,0,20101203,090958,43790,30
RICHTER,0,20101203,090958,43795,25
RICHTER,0,20101203,090958,43795,200
RICHTER,0,20101203,090958,43800,190
RICHTER,0,20101203,090958,43800,4
MTELEKOM,0,20101203,091005,543,1000
MOL,0,20101203,091011,18970,10
BUX1012,0,20101203,091011,21244,1
BUX1012,0,20101203,091011,21260,4
BUX1012,0,20101203,091020,21226,2
BUX1012,0,20101203,091020,21225,1
MOL,0,20101203,091020,18970,5
MTELEKOM,0,20101203,091023,543,2000
BUX1012,0,20101203,091025,21225,2
RICHTER,0,20101203,091026,43800,3
RABA,0,20101203,091027,839,50
RABA,0,20101203,091027,839,50
MOL,0,20101203,091028,18995,155
MOL,0,20101203,091028,19000,345
RICHTER,0,20101203,091032,43800,9
OTP,0,20101203,091033,5231,9
OTP,0,20101203,091033,5231,600
OTP,0,20101203,091033,5230,635
OTP,0,20101203,091033,5230,4756
MOL,0,20101203,091036,19000,55
MOL,0,20101203,091036,19000,5
BUX1012,0,20101203,091043,21259.5,1
BUX1012,0,20101203,091043,21260,6
BUX1012,0,20101203,091043,21260,3
BUX1012,0,20101203,091043,21260,2
MOL,0,20101203,091049,19000,7
EGIS,0,20101203,091052,18800,100
OTP,0,20101203,091053,5230,244
OTP,0,20101203,091053,5230,356
MOL,0,20101203,091055,19000,133
MOL,0,20101203,091055,19000,52
