<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
BUX1112,0,20110104,090017,22340,1
BUX1112,0,20110104,090017,22340,9
BUX1112,0,20110104,090017,22340,1
BUX1112,0,20110104,090017,22340,1
BUX1112,0,20110104,090017,22340,10
BUX1112,0,20110104,090017,22340,1
BUX1112,0,20110104,090017,22340,1
BUX1112,0,20110104,090017,22340,5
BUX1112,0,20110104,090017,22340,17
BUX1112,0,20110104,090017,22340,3
BUX1112,0,20110104,090017,22340,2
BUX1112,0,20110104,090017,22340,1
BUX1112,0,20110104,090017,22340,1
BUX1112,0,20110104,090017,22340,1
ANY,0,20110104,090026,738,100
ANY,0,20110104,090026,738,140
ANY,0,20110104,090026,738,299
ANY,0,20110104,090026,738,136
ECONET,0,20110104,090026,90,3170
EGIS,0,20110104,090026,20100,6
FHB,0,20110104,090026,978,3
FHB,0,20110104,090026,978,200
FHB,0,20110104,090026,978,797
FHB,0,20110104,090026,978,203
HUMET,0,20110104,090026,9,100
HUMET,0,20110104,090026,9,7971
HUMET,0,20110104,090026,9,39169
HUMET,0,20110104,090026,9,24831
HUMET,0,20110104,090026,9,9769
HUMET,0,20110104,090026,9,10231
MOL,0,20110104,090026,21100,1
MOL,0,20110104,090026,21100,1
MOL,0,20110104,090026,21100,11
MOL,0,20110104,090026,21100,14
MOL,0,20110104,090026,21100,36
MOL,0,20110104,090026,21100,50
MOL,0,20110104,090026,21100,6
MOL,0,20110104,090026,21100,3
MOL,0,20110104,090026,21100,100
MOL,0,20110104,090026,21100,2
MOL,0,20110104,090026,21100,20
MOL,0,20110104,090026,21100,15
MOL,0,20110104,090026,21100,268
MTELEKOM,0,20110104,090026,540,100
MTELEKOM,0,20110104,090026,540,100
MTELEKOM,0,20110104,090026,540,100
MTELEKOM,0,20110104,090026,540,10
MTELEKOM,0,20110104,090026,540,990
MTELEKOM,0,20110104,090026,540,500
MTELEKOM,0,20110104,090026,540,200
MTELEKOM,0,20110104,090026,540,3400
MTELEKOM,0,20110104,090026,540,500
MTELEKOM,0,20110104,090026,540,2875
MTELEKOM,0,20110104,090026,540,125
MTELEKOM,0,20110104,090026,540,438
MTELEKOM,0,20110104,090026,540,125
MTELEKOM,0,20110104,090026,540,847
MTELEKOM,0,20110104,090026,540,2750
MTELEKOM,0,20110104,090026,540,200
MTELEKOM,0,20110104,090026,540,55
MTELEKOM,0,20110104,090026,540,110
MTELEKOM,0,20110104,090026,540,735
MTELEKOM,0,20110104,090026,540,2410
MTELEKOM,0,20110104,090026,540,275
MTELEKOM,0,20110104,090026,540,126
MTELEKOM,0,20110104,090026,540,250
MTELEKOM,0,20110104,090026,540,207
MTELEKOM,0,20110104,090026,540,100
MTELEKOM,0,20110104,090026,540,96
MTELEKOM,0,20110104,090026,540,20
MTELEKOM,0,20110104,090026,540,120
MTELEKOM,0,20110104,090026,540,380
MTELEKOM,0,20110104,090026,540,250
MTELEKOM,0,20110104,090026,540,250
MTELEKOM,0,20110104,090026,540,400
MTELEKOM,0,20110104,090026,540,360
MTELEKOM,0,20110104,090026,540,400
MTELEKOM,0,20110104,090026,540,1500
MTELEKOM,0,20110104,090026,540,200
OTP,0,20110104,090026,5185,3
OTP,0,20110104,090026,5185,440
OTP,0,20110104,090026,5185,1431
OTP,0,20110104,090026,5185,300
OTP,0,20110104,090026,5185,200
OTP,0,20110104,090026,5185,22
OTP,0,20110104,090026,5185,655
