<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
ECONET,0,20110128,090033,90,360
ECONET,0,20110128,090033,90,2000
ECONET,0,20110128,090033,90,940
ECONET,0,20110128,090033,90,1060
ECONET,0,20110128,090033,90,1000
EGIS,0,20110128,090033,21180,2
EGIS,0,20110128,090033,21180,3
EGIS,0,20110128,090033,21180,1
FHB,0,20110128,090033,1026,50
FHB,0,20110128,090033,1026,200
FHB,0,20110128,090033,1026,200
FHB,0,20110128,090033,1026,50
FHB,0,20110128,090033,1026,500
FHB,0,20110128,090033,1026,155
FOTEX,0,20110128,090033,392,500
FOTEX,0,20110128,090033,392,100
FOTEX,0,20110128,090033,392,100
GENESIS,0,20110128,090033,204,500
MOL,0,20110128,090033,22500,1
MOL,0,20110128,090033,22500,74
MOL,0,20110128,090033,22500,17
MOL,0,20110128,090033,22500,5
MOL,0,20110128,090033,22500,125
MOL,0,20110128,090033,22500,125
MOL,0,20110128,090033,22500,100
MOL,0,20110128,090033,22500,15
MOL,0,20110128,090033,22500,5
MOL,0,20110128,090033,22500,3
MOL,0,20110128,090033,22500,2
MTELEKOM,0,20110128,090033,556,151
MTELEKOM,0,20110128,090033,556,100
MTELEKOM,0,20110128,090033,556,749
MTELEKOM,0,20110128,090033,556,3151
MTELEKOM,0,20110128,090033,556,6849
MTELEKOM,0,20110128,090033,556,5000
MTELEKOM,0,20110128,090033,556,1280
MTELEKOM,0,20110128,090033,556,200
MTELEKOM,0,20110128,090033,556,300
MTELEKOM,0,20110128,090033,556,200
MTELEKOM,0,20110128,090033,556,20000
MTELEKOM,0,20110128,090033,556,3000
MTELEKOM,0,20110128,090033,556,10229
OTP,0,20110128,090033,5805,75
OTP,0,20110128,090033,5805,75
OTP,0,20110128,090033,5805,1525
OTP,0,20110128,090033,5805,158
OTP,0,20110128,090033,5805,50
OTP,0,20110128,090033,5805,75
OTP,0,20110128,090033,5805,48
OTP,0,20110128,090033,5805,126
OTP,0,20110128,090033,5805,30
OTP,0,20110128,090033,5805,200
OTP,0,20110128,090033,5805,1834
OTP,0,20110128,090033,5805,166
OTP,0,20110128,090033,5805,70
OTP,0,20110128,090033,5805,1000
OTP,0,20110128,090033,5805,342
OTP,0,20110128,090033,5805,200
OTP,0,20110128,090033,5805,40
OTP,0,20110128,090033,5805,218
OTP,0,20110128,090033,5805,242
OTP,0,20110128,090033,5805,500
OTP,0,20110128,090033,5805,78
OTP,0,20110128,090033,5805,1922
OTP,0,20110128,090033,5805,200
OTP,0,20110128,090033,5805,378
OTP,0,20110128,090033,5805,500
OTP,0,20110128,090033,5805,500
OTP,0,20110128,090033,5805,2000
OTP,0,20110128,090033,5805,10
OTP,0,20110128,090033,5805,200
OTP,0,20110128,090033,5805,1412
OTP,0,20110128,090033,5805,88
OTP,0,20110128,090033,5805,12
OTP,0,20110128,090033,5805,1988
OTP,0,20110128,090033,5805,12
OTP,0,20110128,090033,5805,78
OTP,0,20110128,090033,5805,322
OTP,0,20110128,090033,5805,100
OTP,0,20110128,090033,5805,345
OTP,0,20110128,090033,5805,200
OTP,0,20110128,090033,5805,100
OTP,0,20110128,090033,5805,285
OTP,0,20110128,090033,5805,12
OTP,0,20110128,090033,5805,35
OTP,0,20110128,090033,5805,30
OTP,0,20110128,090033,5805,72
OTP,0,20110128,090033,5805,50
OTP,0,20110128,090033,5805,200
OTP,0,20110128,090033,5805,140
OTP,0,20110128,090033,5805,100
OTP,0,20110128,090033,5805,50
OTP,0,20110128,090033,5805,50
OTP,0,20110128,090033,5805,150
OTP,0,20110128,090033,5805,200
OTP,0,20110128,090033,5805,59
OTP,0,20110128,090033,5805,4941
OTP,0,20110128,090033,5805,400
OTP,0,20110128,090033,5805,2
OTP,0,20110128,090033,5805,394
OTP,0,20110128,090033,5805,100
PANNERGY,0,20110128,090033,912,14
PFLAX,0,20110128,090033,689,500
PFLAX,0,20110128,090033,689,90
PFLAX,0,20110128,090033,689,500
PFLAX,0,20110128,090033,689,150
PFLAX,0,20110128,090033,689,160
PHYLAXIA,0,20110128,090033,45,10000
RFV,0,20110128,090033,9300,100
RFV,0,20110128,090033,9300,51
RFV,0,20110128,090033,9300,53
RFV,0,20110128,090033,9300,24
RFV,0,20110128,090033,9300,3
RFV,0,20110128,090033,9300,10
RFV,0,20110128,090033,9300,180
RFV,0,20110128,090033,9300,50
RFV,0,20110128,090033,9300,25
RFV,0,20110128,090033,9300,100
RFV,0,20110128,090033,9300,10
RFV,0,20110128,090033,9300,11
RFV,0,20110128,090033,9300,50
RFV,0,20110128,090033,9300,50
RFV,0,20110128,090033,9300,10
RFV,0,20110128,090033,9300,273
RFV,0,20110128,090033,9300,40
RICHTER,0,20110128,090033,42910,51
RICHTER,0,20110128,090033,42910,1
RICHTER,0,20110128,090033,42910,28
RICHTER,0,20110128,090033,42910,70
RICHTER,0,20110128,090033,42910,10
TVK,0,20110128,090033,3450,10
TVK,0,20110128,090033,3450,10
TVK,0,20110128,090033,3450,30
TVK,0,20110128,090033,3450,10
TVK,0,20110128,090033,3450,112
TVK,0,20110128,090033,3450,50
TVK,0,20110128,090033,3450,38
BUX1112,0,20110128,090043,23803,3
BUX1112,0,20110128,090043,23803,3
BUX1112,0,20110128,090043,23803,4
BUX1112,0,20110128,090043,23803,1
BUX1112,0,20110128,090043,23803,1
BUX1112,0,20110128,090043,23803,3
BUX1112,0,20110128,090043,23803,10
BUX1112,0,20110128,090043,23803,2
BUX1112,0,20110128,090043,23803,1
BUX1112,0,20110128,090043,23803,2
BUX1112,0,20110128,090043,23803,2
BUX1112,0,20110128,090043,23803,3
OTP,0,20110128,090200,5805,2000
RICHTER,0,20110128,090200,43000,18
RICHTER,0,20110128,090200,43000,42
MOL,0,20110128,090203,22500,48
MOL,0,20110128,090203,22500,27
OTP,0,20110128,090203,5805,1104
OTP,0,20110128,090204,5808,200
OTP,0,20110128,090204,5808,395
OTP,0,20110128,090204,5808,300
OTP,0,20110128,090204,5810,193
OTP,0,20110128,090204,5810,42
OTP,0,20110128,090204,5810,400
BUX1112,0,20110128,090211,23810,2
BUX1112,0,20110128,090211,23820,2
OTP,0,20110128,090214,5811,590
OTP,0,20110128,090217,5810,200
MOL,0,20110128,090223,22500,6
OTP,0,20110128,090224,5811,50
OTP,0,20110128,090225,5810,200
MOL,0,20110128,090229,22500,274
MOL,0,20110128,090231,22500,6
MTELEKOM,0,20110128,090233,556,120
MOL,0,20110128,090233,22500,31
BUX1112,0,20110128,090233,23820,10
OTP,0,20110128,090234,5810,100
RICHTER,0,20110128,090234,42975,5
RICHTER,0,20110128,090234,42975,11
RICHTER,0,20110128,090234,43000,4
PHYLAXIA,0,20110128,090234,45,3000
OTP,0,20110128,090235,5810,700
OTP,0,20110128,090235,5807,641
OTP,0,20110128,090235,5806,70
