<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
BUX1112,0,20110126,090035,23605,11
BUX1112,0,20110126,090035,23605,8
BUX1112,0,20110126,090035,23605,1
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,4
BUX1112,0,20110126,090035,23605,1
BUX1112,0,20110126,090035,23605,1
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,1
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,1
BUX1112,0,20110126,090035,23605,1
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,6
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,1
BUX1112,0,20110126,090035,23605,1
BUX1112,0,20110126,090035,23605,3
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,1
BUX1112,0,20110126,090035,23605,2
BUX1112,0,20110126,090035,23605,20
BUX1112,0,20110126,090035,23605,7
AAA,0,20110126,090050,279,102
ECONET,0,20110126,090050,89,3000
ECONET,0,20110126,090050,89,1700
ECONET,0,20110126,090050,89,1800
FOTEX,0,20110126,090050,389,4
HUMET,0,20110126,090050,10,2
HUMET,0,20110126,090050,10,17
HUMET,0,20110126,090050,10,4081
HUMET,0,20110126,090050,10,6000
HUMET,0,20110126,090050,10,919
MOL,0,20110126,090050,22100,23
MOL,0,20110126,090050,22100,37
MOL,0,20110126,090050,22100,21
MOL,0,20110126,090050,22100,40
MOL,0,20110126,090050,22100,25
MOL,0,20110126,090050,22100,18
MOL,0,20110126,090050,22100,5
MOL,0,20110126,090050,22100,15
MOL,0,20110126,090050,22100,25
MOL,0,20110126,090050,22100,9
MTELEKOM,0,20110126,090050,552,2
MTELEKOM,0,20110126,090050,552,111
MTELEKOM,0,20110126,090050,552,500
MTELEKOM,0,20110126,090050,552,389
MTELEKOM,0,20110126,090050,552,601
MTELEKOM,0,20110126,090050,552,760
MTELEKOM,0,20110126,090050,552,500
OTP,0,20110126,090050,5725,220
OTP,0,20110126,090050,5725,1399
OTP,0,20110126,090050,5725,424
OTP,0,20110126,090050,5725,890
OTP,0,20110126,090050,5725,16
OTP,0,20110126,090050,5725,107
OTP,0,20110126,090050,5725,92
OTP,0,20110126,090050,5725,20
OTP,0,20110126,090050,5725,200
OTP,0,20110126,090050,5725,7
