<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<CLOSE>,<VOLUME>
BUX1112,0,20110110,090031,22830,2
BUX1112,0,20110110,090031,22830,4
BUX1112,0,20110110,090031,22830,4
BUX1112,0,20110110,090031,22830,2
BUX1112,0,20110110,090031,22830,2
BUX1112,0,20110110,090031,22830,2
BUX1112,0,20110110,090031,22830,1
BUX1112,0,20110110,090031,22830,2
BUX1112,0,20110110,090031,22830,1
BUX1112,0,20110110,090031,22830,2
BUX1112,0,20110110,090031,22830,1
BUX1112,0,20110110,090031,22830,3
BUX1112,0,20110110,090031,22830,1
EGIS,0,20110110,090040,21170,5
EGIS,0,20110110,090040,21170,15
EGIS,0,20110110,090040,21170,85
EGIS,0,20110110,090040,21170,2
EGIS,0,20110110,090040,21170,20
EGIS,0,20110110,090040,21170,4
EGIS,0,20110110,090040,21170,6
EGIS,0,20110110,090040,21170,20
EGIS,0,20110110,090040,21170,3
EGIS,0,20110110,090040,21170,150
EGIS,0,20110110,090040,21170,8
EGIS,0,20110110,090040,21170,30
EGIS,0,20110110,090040,21170,12
FHB,0,20110110,090040,975,50
FHB,0,20110110,090040,975,50
GENESIS,0,20110110,090040,232,25
GENESIS,0,20110110,090040,232,41
GENESIS,0,20110110,090040,232,159
GENESIS,0,20110110,090040,232,100
GENESIS,0,20110110,090040,232,91
GENESIS,0,20110110,090040,232,9
GENESIS,0,20110110,090040,232,100
MOL,0,20110110,090040,21450,5
MOL,0,20110110,090040,21450,6
MOL,0,20110110,090040,21450,49
MOL,0,20110110,090040,21450,4
MTELEKOM,0,20110110,090040,547,463
MTELEKOM,0,20110110,090040,547,25
MTELEKOM,0,20110110,090040,547,182
MTELEKOM,0,20110110,090040,547,2000
MTELEKOM,0,20110110,090040,547,183
MTELEKOM,0,20110110,090040,547,150
MTELEKOM,0,20110110,090040,547,997
MTELEKOM,0,20110110,090040,547,100
MTELEKOM,0,20110110,090040,547,1895
MTELEKOM,0,20110110,090040,547,800
OTP,0,20110110,090040,5250,63
OTP,0,20110110,090040,5250,200
OTP,0,20110110,090040,5250,150
OTP,0,20110110,090040,5250,37
OTP,0,20110110,090040,5250,25
OTP,0,20110110,090040,5250,108
OTP,0,20110110,090040,5250,18
OTP,0,20110110,090040,5250,8
OTP,0,20110110,090040,5250,100
OTP,0,20110110,090040,5250,230
OTP,0,20110110,090040,5250,152
OTP,0,20110110,090040,5250,100
OTP,0,20110110,090040,5250,24
OTP,0,20110110,090040,5250,15
OTP,0,20110110,090040,5250,5
OTP,0,20110110,090040,5250,22
OTP,0,20110110,090040,5250,40
OTP,0,20110110,090040,5250,130
OTP,0,20110110,090040,5250,150
OTP,0,20110110,090040,5250,45
OTP,0,20110110,090040,5250,25
OTP,0,20110110,090040,5250,50
OTP,0,20110110,090040,5250,15
OTP,0,20110110,090040,5250,500
OTP,0,20110110,090040,5250,10
OTP,0,20110110,090040,5250,14
OTP,0,20110110,090040,5250,20
